Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
24,24-06-2011,1304850.67,0,68.88,3.964,135.2652667,8.212
9,20-07-2012,513991.57,0,83.39,3.311,225.6871121,5.277
38,03-02-2012,457711.68,0,50.58,3.702,130.3496774,12.187
24,11-06-2010,1375458.21,0,64.84,2.972,132.4357419,8.211
21,03-06-2011,773878.58,0,83.82,3.699,214.9254865,7.931
2,25-02-2011,1833511.08,0,60.8,3.065,213.190421,8.028
22,27-04-2012,922539.94,0,51.42,4.023,141.9596595,7.671
21,16-03-2012,767338.32,0,63.39,3.734,220.8498468,7.057
44,14-01-2011,292859.36,0,20.6,2.903,127.3009355,7.224
35,15-07-2011,813845.5,0,77.83,3.76,139.7006325,8.684
4,08-07-2011,2066541.86,0,84.59,3.469,129.1125,5.644
18,13-08-2010,1084722.78,0,74.19,2.81,132.63,9.342
37,28-05-2010,532241.22,0,80.87,2.759,209.6660514,8.464
37,25-11-2011,522554.04,1,66.41,3.236,217.1812533,7.716
26,03-12-2010,1016143.64,0,27.73,3.065,132.7566667,8.149
28,08-10-2010,1334571.87,0,71.82,3.013,126.2791667,14.313
24,22-06-2012,1434709.63,0,72.29,3.722,138.1629,8.983
18,23-09-2011,853073.17,0,60.44,3.758,136.367,8.89
2,09-12-2011,2290549.32,0,41.76,3.158,218.605037,7.441
28,12-10-2012,1205536.71,0,71.74,4.468,131.1083333,10.199
45,02-03-2012,782796.01,0,41.55,3.816,190.1714927,8.424
5,09-03-2012,347295.6,0,57.69,3.669,221.6460048,5.943
3,16-04-2010,354993.26,0,66.98,2.808,213.7726889,7.343
21,07-09-2012,642827.29,1,88.4,3.73,222.0747635,6.565
24,03-09-2010,1366381.6,0,73.52,2.86,132.7248387,8.117
34,22-04-2011,1051518.45,0,63.83,3.781,128.9553,10.581
36,18-02-2011,427175.03,0,57.48,3.017,212.0063522,8.395
14,04-06-2010,2363601.47,0,75.93,2.847,182.2389876,8.899
15,11-11-2011,618949.82,0,47.13,3.719,136.4618065,7.866
31,24-12-2010,2068942.97,0,51.29,2.886,211.0646599,8.163
