Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
36,19-03-2010,428851.99,0,59.56,2.701,209.9803208,8.554
40,12-08-2011,955506.95,0,68.3,3.88,136.144129,4.584
12,01-06-2012,981345.2,0,78.11,4.277,130.9592258,11.627
23,08-07-2011,1379488.05,0,69.92,3.784,135.6283333,4.584
24,05-11-2010,1285358.01,0,42.2,3.049,132.9245806,8.275
2,07-10-2011,1837553.43,0,69.92,3.285,216.6958311,7.441
5,21-01-2011,275313.34,0,45.41,3.016,212.3800012,6.634
34,18-06-2010,941612.04,0,73.48,2.635,126.114,9.593
38,23-03-2012,412456.48,0,56.26,4.038,130.8966452,12.187
16,20-07-2012,565297.54,0,68.43,3.585,197.9290378,6.061
15,18-11-2011,597856.51,0,46.53,3.717,136.4666667,7.866
34,15-04-2011,941829.0,0,53.3,3.724,128.9107333,10.581
21,17-08-2012,751963.81,0,85.55,3.571,221.6751459,6.565
12,05-11-2010,929690.71,0,65.49,3.129,126.4912903,14.313
33,06-07-2012,273690.37,0,93.21,3.666,130.7196333,7.147
12,03-12-2010,1069533.17,0,43.33,3.041,126.7313333,14.313
35,25-11-2011,1733822.4,1,47.88,3.492,140.4217857,8.745
10,16-03-2012,1930814.66,0,62.11,4.273,130.8261935,7.545
17,03-08-2012,877813.33,0,72.94,3.512,130.737871,5.936
26,22-10-2010,916522.66,0,36.13,2.919,132.8170968,8.149
37,02-09-2011,530367.83,0,87.5,3.533,214.5516896,8.177
20,26-08-2011,1933577.2,0,70.15,3.704,208.902476,7.274
17,27-04-2012,925916.65,0,59.11,3.842,131.1266667,6.235
35,04-11-2011,653468.75,0,44.46,3.551,140.4279758,8.745
2,03-02-2012,1935299.94,0,55.21,3.36,219.8118854,7.057
39,14-05-2010,1226997.7,0,77.49,2.854,209.118536,8.464
41,20-05-2011,1244542.33,0,41.11,3.828,192.831317,6.934
37,03-02-2012,555424.24,0,61.33,3.36,218.8619099,7.244
17,02-09-2011,847380.07,0,69.31,3.58,129.3259355,6.745
20,27-08-2010,1946369.57,0,70.51,2.755,204.7900305,7.527
40,28-05-2010,1008483.07,0,67.88,2.906,132.2939355,5.435
41,01-10-2010,1109216.35,0,62.67,2.759,190.6738241,7.508
3,09-07-2010,349214.18,0,81.75,2.642,214.4265704,7.346
41,27-08-2010,1173131.63,0,70.59,2.731,190.3284922,7.335
33,19-11-2010,224639.76,0,61.95,3.047,126.6072,9.265
9,26-08-2011,542663.53,0,88.95,3.523,219.3189965,6.404
17,22-07-2011,899044.34,0,69.82,3.563,129.1507742,6.745
9,04-11-2011,597855.07,0,54.46,3.332,221.4820921,6.054
10,16-04-2010,1826241.44,0,69.74,3.109,126.5621,9.524
6,10-09-2010,1424225.44,1,78.78,2.565,213.013312,6.973
29,09-03-2012,504750.35,0,41.72,3.876,137.5066897,8.988
39,23-04-2010,1280231.85,0,67.64,2.795,209.2199574,8.464
17,17-12-2010,1049372.38,0,25.13,2.842,126.8794839,6.885
10,09-09-2011,1670579.82,1,89.06,3.771,129.3686129,8.257
45,15-06-2012,821498.18,0,71.93,3.62,191.0299731,8.567
30,28-10-2011,426151.88,0,65.46,3.372,217.3251824,7.441
3,11-11-2011,407764.25,0,61.7,3.297,221.4117517,7.197
8,09-04-2010,916033.92,0,59.25,2.77,213.9580793,6.29
19,12-08-2011,1360969.45,0,70.92,3.995,136.144129,7.806
21,05-02-2010,798593.88,0,39.05,2.572,210.7526053,8.324
36,22-07-2011,361311.41,0,83.31,3.637,214.1713416,8.177
9,05-02-2010,549505.55,0,38.01,2.572,214.6554591,6.415
2,05-08-2011,1876704.26,0,93.34,3.684,215.1978515,7.852
33,11-02-2011,276198.74,1,53.35,3.381,127.859129,8.951
4,13-04-2012,2105301.39,0,68.69,3.881,131.108,4.308
14,10-02-2012,2077256.24,1,37.0,3.64,189.7076048,8.424
35,19-10-2012,829284.67,0,56.53,3.969,142.8633629,8.665
24,01-07-2011,1445596.61,0,70.27,3.916,135.4468,8.358
35,09-04-2010,1198014.97,0,62.62,2.869,135.7856359,9.051
19,29-06-2012,1379652.65,0,69.92,3.667,138.1962667,8.15
32,23-07-2010,1109574.11,0,75.69,2.691,189.774698,9.017
19,19-10-2012,1321102.35,0,53.44,4.153,138.8336129,7.992
