Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
12,06-07-2012,1014898.78,0,89.13,3.765,130.7196333,10.926
35,18-11-2011,820964.1,0,51.42,3.53,140.4127857,8.745
13,10-12-2010,2461468.35,0,36.78,2.817,126.7934,7.795
2,25-05-2012,1912791.09,0,78.19,3.561,221.3828029,6.891
15,28-01-2011,481119.6,0,19.61,3.402,133.1059677,7.771
35,12-10-2012,873643.14,0,55.4,4.0,142.9376167,8.665
16,13-04-2012,450756.71,0,45.83,3.901,197.780931,6.169
43,24-12-2010,656637.63,0,57.15,2.886,203.4086682,10.21
8,09-09-2011,848358.09,1,69.01,3.546,219.2604355,6.425
27,15-07-2011,1762155.79,0,77.83,3.915,139.7006325,7.85
21,05-11-2010,719888.76,0,58.71,2.689,211.6135053,8.163
18,11-11-2011,1079931.63,0,45.69,3.57,136.4618065,8.471
26,11-02-2011,1010711.08,1,15.12,3.255,133.260871,7.907
20,08-04-2011,2027056.39,0,47.09,3.72,208.1092642,7.287
17,15-04-2011,825283.43,0,39.98,3.616,128.9107333,6.774
29,23-04-2010,505329.66,0,51.04,2.895,132.0226667,10.16
9,29-07-2011,471449.98,0,91.1,3.682,219.0768548,6.404
19,30-12-2011,1405168.06,1,31.65,3.566,136.6432581,7.866
44,02-12-2011,284309.34,0,33.94,3.389,129.8459667,6.078
42,04-06-2010,556046.12,0,82.82,2.941,126.1360645,9.524
29,19-08-2011,498056.0,0,71.3,3.82,136.183129,9.863
30,14-05-2010,461868.09,0,73.08,2.854,209.9984585,8.2
11,31-12-2010,1172003.1,1,55.03,2.943,214.6986466,7.564
34,01-06-2012,977062.44,0,70.41,3.483,130.9592258,9.575
11,25-02-2011,1323999.36,0,68.74,3.065,216.8780275,7.551
15,27-07-2012,571190.83,0,73.9,3.82,138.2033871,8.193
21,06-01-2012,640181.86,0,48.1,3.157,219.355063,7.057
9,15-07-2011,512834.04,0,90.45,3.575,218.9607242,6.404
32,12-08-2011,1206795.74,0,74.2,3.542,194.1105017,8.622
15,12-11-2010,619639.74,0,39.63,3.065,132.9783226,8.067
12,25-06-2010,958007.69,0,87.27,3.084,126.1266,14.099
19,10-12-2010,1799070.98,0,25.12,3.255,132.6764,8.067
35,16-12-2011,1115255.65,0,40.68,3.413,140.4700795,8.745
33,21-01-2011,244856.44,0,59.46,3.336,127.4404839,8.951
4,15-10-2010,1867345.09,0,62.03,2.732,126.3266774,7.127
3,17-09-2010,363064.64,0,82.36,2.582,214.8322484,7.346
23,21-10-2011,1441032.59,0,52.12,3.618,136.5017742,4.42
42,12-08-2011,603147.26,0,85.61,3.794,129.2015806,8.257
31,19-11-2010,1359158.57,0,51.71,2.771,211.5470304,8.163
24,20-08-2010,1375307.54,0,72.17,2.913,132.6616129,8.117
13,22-06-2012,2094373.0,0,72.89,3.737,130.7929,5.965
4,15-04-2011,1960587.76,0,62.34,3.724,128.9107333,5.946
26,07-10-2011,1130022.99,0,46.84,3.633,136.472,7.598
24,26-08-2011,1402372.09,0,69.94,3.906,136.2136129,8.358
18,14-05-2010,1092616.49,0,49.9,2.983,132.152129,9.269
15,10-02-2012,628218.22,1,31.91,3.826,137.1666774,7.943
29,14-10-2011,475776.45,0,62.63,3.583,136.5150968,9.357
35,21-05-2010,1078182.18,0,63.31,2.958,136.0796521,9.051
33,10-08-2012,297753.49,0,100.07,3.811,130.7561613,7.147
