Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
20,30-07-2010,1955896.59,0,76.03,2.781,204.605272,7.527
42,09-09-2011,608390.94,1,89.06,3.771,129.3686129,8.257
42,08-04-2011,620087.35,0,73.03,3.818,128.8238065,8.494
4,17-02-2012,2427640.17,0,34.19,3.493,130.4546207,4.607
2,07-05-2010,2042581.71,0,71.28,2.835,210.0011018,8.2
7,27-05-2011,457216.87,0,37.51,3.795,192.8365651,8.595
14,08-10-2010,2091663.2,0,56.49,2.764,182.7640032,8.724
29,02-12-2011,579874.22,0,49.11,3.501,136.4909333,9.357
29,02-04-2010,599629.25,0,44.96,2.826,131.9019677,10.16
45,17-08-2012,722496.93,0,75.71,3.807,191.2284919,8.684
17,26-02-2010,749549.55,0,15.64,2.667,126.5522857,6.548
40,15-04-2011,874446.32,0,43.69,3.823,134.2784667,4.781
37,01-06-2012,531811.85,0,80.74,3.501,220.4322099,6.989
24,25-11-2011,1761235.67,1,41.83,3.689,136.4788,8.454
29,11-11-2011,531600.62,0,47.8,3.57,136.4618065,9.357
4,05-11-2010,2013115.79,0,51.6,2.699,126.4912903,7.127
36,17-09-2010,454694.21,0,82.1,2.55,210.2924504,8.36
9,12-08-2011,520284.79,0,91.63,3.638,219.1929854,6.404
17,03-06-2011,895020.48,0,49.61,3.752,129.0490323,6.774
3,02-12-2011,472511.32,0,54.97,3.172,222.1589519,7.197
6,28-10-2011,1419445.12,0,69.51,3.372,219.237049,6.551
33,12-08-2011,274721.85,0,96.0,3.794,129.2015806,8.442
6,14-01-2011,1306194.55,0,38.37,2.983,212.9655882,6.858
25,19-10-2012,685531.85,0,51.93,3.969,216.1464699,7.293
24,03-06-2011,1554837.62,0,73.12,4.069,134.8551613,8.212
33,20-08-2010,230519.49,0,96.46,3.041,126.0766452,9.495
8,21-10-2011,905984.49,0,59.97,3.353,220.9619484,6.123
36,27-01-2012,301444.94,0,62.73,3.313,218.7687195,7.244
20,29-10-2010,1891816.0,0,57.56,2.921,205.1118126,7.484
1,12-08-2011,1525147.09,0,90.76,3.638,215.6057878,7.962
32,01-06-2012,1157557.79,0,62.84,3.764,197.6218954,8.09
19,20-05-2011,1355234.3,0,52.8,4.202,134.6803871,7.658
38,26-03-2010,335858.11,0,60.06,3.083,126.6050645,13.975
41,28-09-2012,1307928.01,0,56.08,3.789,198.5903276,6.432
20,18-05-2012,2039222.26,0,60.99,3.848,214.5485571,7.139
45,10-08-2012,733037.32,0,78.65,3.722,191.1626135,8.684
44,19-03-2010,269624.2,0,42.49,2.782,126.6066452,8.119
34,07-05-2010,953495.48,0,57.39,2.836,126.2898,9.593
1,14-05-2010,1494251.5,0,74.78,2.854,210.3374261,7.808
20,24-12-2010,3766687.43,0,25.17,3.141,204.6376731,7.484
31,28-05-2010,1309437.17,0,80.94,2.759,210.5552301,8.2
9,05-11-2010,517869.97,0,58.69,2.689,215.5065452,6.56
42,05-03-2010,554972.42,0,55.92,2.877,126.5782857,9.765
4,26-02-2010,1925728.84,0,41.36,2.59,126.5522857,8.623
31,06-08-2010,1352401.08,0,90.3,2.627,211.1608049,8.099
31,20-04-2012,1407036.59,0,66.97,3.877,221.2021074,6.891
16,12-11-2010,453632.76,0,34.04,2.737,191.0411474,6.986
39,22-04-2011,1563140.85,0,74.98,3.807,214.1921572,8.3
25,09-12-2011,916446.02,0,38.69,3.415,211.8667856,7.082
16,05-03-2010,444181.85,0,27.92,2.62,189.6695049,7.039
19,12-02-2010,1536549.95,1,23.22,2.94,131.5866129,8.35
12,19-02-2010,1095421.65,0,54.83,2.915,126.5262857,13.975
21,30-07-2010,715876.27,0,83.59,2.64,211.0264684,8.099
5,12-10-2012,325345.41,0,66.24,3.601,223.974787,5.422
5,31-08-2012,344642.01,0,84.25,3.638,222.8958121,5.603
33,12-03-2010,312161.0,0,55.61,3.034,126.6042857,10.115
22,19-11-2010,985896.44,0,48.62,3.03,136.7715714,8.572
45,21-09-2012,723086.2,0,65.32,4.038,191.8567038,8.684
37,31-12-2010,460331.7,1,52.88,2.943,210.182398,8.476
35,27-07-2012,808030.15,0,76.01,3.647,142.2126924,8.839
15,08-04-2011,587370.81,0,40.94,3.895,134.1777742,7.658
5,13-08-2010,286477.35,0,87.41,2.692,212.1978889,6.496
15,26-10-2012,558473.6,0,55.75,4.071,138.7281613,7.992
28,18-02-2011,1514828.82,0,53.35,3.43,127.99525,14.021
1,18-06-2010,1503284.06,0,84.11,2.637,211.4537719,7.808
1,28-01-2011,1316899.31,0,43.83,3.01,212.1970577,7.742
32,11-03-2011,1101458.21,0,36.51,3.372,192.058484,8.818
34,04-03-2011,963910.81,0,46.21,3.305,128.26475,10.398
9,07-01-2011,490981.78,0,41.82,2.976,214.9234729,6.416
27,20-04-2012,1639999.47,0,62.62,4.17,141.9015262,8.253
25,25-03-2011,616324.24,0,38.51,3.625,207.6553444,7.343
3,23-09-2011,365248.94,0,80.19,3.467,219.7414914,7.567
39,13-08-2010,1371465.66,0,85.66,2.692,210.3943056,8.36
35,29-10-2010,857797.33,0,61.02,2.921,136.7375484,8.763
9,23-12-2011,905324.68,0,44.43,3.112,223.0661125,6.054
31,20-01-2012,1372504.9,0,52.21,3.268,219.6258417,7.057
39,25-06-2010,1280414.8,0,83.24,2.653,210.0975233,8.464
36,20-04-2012,323915.32,0,70.87,3.918,220.2483937,6.989
5,12-03-2010,297293.59,0,58.5,2.667,211.9371839,6.566
16,05-08-2011,592981.33,0,63.96,3.554,193.9110133,6.338
8,29-10-2010,830756.76,0,57.93,2.716,215.2739,6.433
39,26-11-2010,2149355.2,1,67.75,2.735,210.5152765,8.476
11,13-07-2012,1320239.51,0,82.46,3.256,225.4340074,6.334
2,29-10-2010,1802755.11,0,66.24,2.716,211.5661131,8.163
12,26-08-2011,1017593.47,0,94.61,3.74,129.2832581,13.503
36,25-03-2011,390732.02,0,71.07,3.488,213.3436744,8.395
39,12-03-2010,1244391.83,0,61.88,2.667,210.1413607,8.554
36,12-08-2011,380188.69,0,87.64,3.608,214.3602701,8.177
11,10-02-2012,1574287.76,1,52.23,3.409,223.753643,6.833
38,24-12-2010,369106.72,0,52.02,3.236,126.9835806,14.313
28,01-07-2011,1319054.57,0,89.85,3.842,129.0894,13.503
20,02-03-2012,2148822.76,0,39.98,3.816,213.6718127,6.961
36,28-09-2012,270677.98,0,79.49,3.66,221.6556,6.623
16,26-11-2010,651837.77,1,23.46,2.742,191.0121805,6.986
13,26-10-2012,2035189.66,0,46.97,3.755,131.1930968,5.621
42,21-01-2011,533414.62,0,56.75,3.336,127.4404839,8.744
24,18-11-2011,1297535.69,0,48.17,3.717,136.4666667,8.454
34,02-04-2010,979428.66,0,50.07,2.74,126.6034839,9.593
22,24-12-2010,1962445.04,0,29.76,3.15,136.597273,8.572
38,13-07-2012,416036.75,0,95.61,3.723,130.683,10.926
20,27-04-2012,1886503.93,0,47.64,4.004,214.4223063,7.139
31,29-04-2011,1331137.96,0,70.19,3.81,215.2772683,7.931
14,30-04-2010,2082355.12,0,53.15,2.921,181.6620359,8.899
6,27-05-2011,1523979.11,0,80.83,3.786,217.0544307,6.855
41,24-06-2011,1244381.98,0,59.54,3.661,192.9982655,6.934
36,02-04-2010,435972.82,0,63.43,2.708,209.5938656,8.464
22,14-09-2012,918049.28,0,66.42,3.988,142.5938833,7.753
25,26-10-2012,688940.94,0,56.69,3.882,216.1515902,7.293
6,02-12-2011,1688531.34,0,51.18,3.172,220.2937686,6.551
43,30-12-2011,505405.85,1,41.83,3.129,211.0740553,10.148
3,14-09-2012,407589.16,0,78.36,3.717,226.1122067,6.334
35,25-06-2010,1230245.74,0,78.02,2.808,136.3483143,9.051
14,09-07-2010,2236209.13,0,82.45,2.793,182.2569603,8.743
3,27-05-2011,369350.6,0,84.41,3.786,218.8860765,7.574
3,17-08-2012,394918.83,0,87.36,3.571,225.5558664,6.334
28,10-09-2010,1246062.17,1,83.63,3.044,126.1145806,14.18
39,17-02-2012,1511041.69,0,52.75,3.51,219.1148297,7.244
41,11-11-2011,1302499.23,0,32.87,3.505,195.6376941,6.759
23,30-12-2011,1213486.95,1,22.3,3.402,136.6432581,4.42
40,13-05-2011,903864.02,0,54.09,4.095,134.593,4.781
19,02-12-2011,1484708.38,0,45.67,3.666,136.4909333,7.866
20,05-08-2011,2189353.63,0,77.8,3.842,208.719238,7.274
42,11-05-2012,643603.69,0,76.03,4.186,131.1453333,7.382
25,10-08-2012,710496.97,0,71.93,3.722,214.7484595,7.28
1,03-06-2011,1635078.41,0,83.0,3.699,215.2736553,7.682
42,19-10-2012,541406.98,0,72.71,4.449,131.1499677,6.943
3,26-08-2011,366367.55,0,87.67,3.523,219.0866908,7.567
10,29-06-2012,1707481.9,0,91.36,3.875,130.7562667,7.382
7,11-03-2011,558963.83,0,20.7,3.372,192.058484,8.818
