Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
34,10-08-2012,1004523.59,0,78.26,3.476,130.7561613,9.285
26,23-03-2012,874790.68,0,49.97,3.889,137.6552903,7.467
4,12-11-2010,1999794.26,0,52.65,2.741,126.5461613,7.127
21,27-01-2012,611258.71,0,50.79,3.29,219.7188636,7.057
26,29-10-2010,895069.88,0,40.3,2.938,132.8708387,8.149
38,18-05-2012,412314.71,0,84.51,4.11,131.0983226,11.627
33,01-10-2010,224294.39,0,91.45,3.001,126.2346,9.265
9,11-02-2011,555279.02,1,34.13,3.022,216.496729,6.416
44,09-07-2010,280472.78,0,71.33,2.802,126.1518,7.804
31,11-06-2010,1377092.33,0,83.51,2.668,211.1120018,8.2
9,04-05-2012,586289.08,0,78.98,3.749,225.4227585,5.539
17,13-07-2012,960746.04,0,72.94,3.595,130.683,5.936
27,31-12-2010,1440963.0,1,29.59,3.336,136.665265,8.021
26,27-04-2012,911969.0,0,43.6,4.023,137.9781333,7.489
39,18-11-2011,1510397.27,0,66.09,3.308,216.9395861,7.716
31,17-09-2010,1294105.01,0,83.03,2.582,211.1806415,8.099
13,13-08-2010,1877592.55,0,74.93,2.837,126.064,7.951
32,07-10-2011,1149448.02,0,62.62,3.498,194.9459724,8.513
17,16-04-2010,757738.76,0,45.22,2.915,126.5621,6.635
35,30-12-2011,904650.55,1,37.85,3.389,140.5874505,8.745
33,02-04-2010,274634.52,0,66.79,3.086,126.6034839,9.849
20,07-01-2011,1843030.95,0,31.43,3.193,204.6487803,7.343
23,27-05-2011,1361945.18,0,63.27,4.034,134.7677742,4.781
13,09-03-2012,1986445.65,0,38.24,3.38,130.7413793,6.104
1,22-10-2010,1345454.0,0,69.86,2.725,211.8612937,7.838
40,11-05-2012,967729.35,0,52.06,3.947,138.0882667,4.125
26,09-12-2011,1148987.46,0,34.24,3.47,136.5030667,7.598
31,14-05-2010,1287288.59,0,73.08,2.854,209.9984585,8.2
32,27-08-2010,1140501.03,0,74.95,2.731,190.3284922,9.017
28,01-06-2012,1245480.95,0,78.11,4.277,130.9592258,11.627
21,15-04-2011,768390.05,0,71.01,3.743,214.9420631,7.931
33,23-03-2012,246970.97,0,60.82,4.288,130.8966452,7.603
24,07-09-2012,1477134.75,1,72.81,4.076,138.4729355,8.953
21,02-12-2011,793184.25,0,48.72,3.172,218.3590319,7.441
20,18-03-2011,1931668.64,0,44.8,3.631,207.4283845,7.343
4,02-09-2011,2078420.31,0,77.99,3.533,129.3259355,5.644
1,04-06-2010,1615524.71,0,80.69,2.705,211.1764278,7.808
20,22-10-2010,1893955.27,0,50.52,2.917,205.0627881,7.484
11,27-01-2012,1162675.85,0,58.36,3.29,223.5645845,6.833
23,05-03-2010,1311175.93,0,33.15,2.766,131.735,5.892
21,02-07-2010,711470.8,0,82.29,2.669,210.8803726,8.099
8,09-12-2011,1051922.95,0,30.51,3.158,222.4651238,6.123
4,11-03-2011,2039818.41,0,50.93,3.461,128.3995,6.51
31,11-02-2011,1539230.32,1,34.61,3.022,212.5928624,8.028
36,19-08-2011,373267.58,0,87.24,3.534,214.4239935,8.177
30,11-03-2011,438529.81,0,54.69,3.459,213.7646401,8.028
14,13-08-2010,2052984.81,0,78.44,2.805,182.6226346,8.743
33,04-06-2010,285100.0,0,86.06,2.941,126.1360645,9.849
42,26-08-2011,503720.98,0,91.59,3.663,129.2832581,8.257
10,24-08-2012,1764984.15,0,82.5,4.055,130.8381613,7.17
3,05-10-2012,443557.65,0,72.74,3.617,226.7210356,6.034
17,30-07-2010,833517.19,0,69.96,2.797,126.1069032,6.697
23,02-04-2010,1556627.62,0,40.5,2.826,131.9019677,5.435
10,13-07-2012,1765571.91,0,89.8,3.723,130.683,7.17
14,24-02-2012,1875040.16,0,42.86,3.739,190.0069881,8.424
5,05-11-2010,325310.3,0,58.88,2.689,212.5126051,6.768
