Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
18,12-03-2010,1138800.32,0,42.39,2.805,131.784,9.202
7,22-06-2012,687344.68,0,63.69,3.735,197.7389345,8.09
45,18-03-2011,733564.77,0,46.66,3.631,184.809719,8.549
40,22-06-2012,1033552.18,0,69.32,3.629,138.1629,4.125
35,28-10-2011,808821.5,0,51.81,3.569,140.4447903,8.745
23,25-11-2011,2057059.53,1,35.23,3.536,136.4788,4.42
1,19-08-2011,1530761.43,0,89.94,3.554,215.6693107,7.962
33,05-11-2010,246124.61,0,74.23,3.009,126.4912903,9.265
24,03-02-2012,1249696.97,0,38.61,3.796,137.0632581,8.659
30,15-10-2010,453943.89,0,68.61,2.72,211.4713286,8.163
40,24-09-2010,844373.31,0,55.63,2.718,132.7619333,5.326
23,07-01-2011,1122034.48,0,27.81,3.193,132.8823226,5.114
5,23-03-2012,321299.99,0,64.44,3.787,221.8735063,5.943
45,22-04-2011,813630.44,0,53.04,3.892,185.6684673,8.521
11,20-04-2012,1315356.99,0,71.97,3.877,225.0689541,6.664
23,11-03-2011,1042043.55,0,29.36,3.6,133.7361429,5.114
11,20-07-2012,1344483.81,0,82.41,3.311,225.4438827,6.334
15,14-09-2012,527509.76,0,65.44,4.088,138.5673,8.193
3,24-02-2012,418925.47,0,60.12,3.555,224.1320199,6.833
17,18-05-2012,968816.33,0,59.67,3.808,131.0983226,6.235
42,07-09-2012,617405.35,1,83.07,4.124,130.9325484,7.17
28,07-09-2012,1469693.99,1,88.52,4.124,130.9325484,10.926
1,14-10-2011,1493525.93,0,71.74,3.274,217.3552733,7.866
37,26-03-2010,515777.97,0,55.76,2.732,209.7870932,8.554
14,30-09-2011,1809989.29,0,70.66,3.645,187.2566641,8.625
17,11-06-2010,845252.21,0,57.14,2.841,126.1119032,6.635
29,03-09-2010,579272.38,0,75.85,2.735,132.7248387,10.409
31,07-10-2011,1427383.24,0,71.64,3.285,216.6958311,7.441
7,17-02-2012,620908.18,0,27.03,3.113,196.9432711,8.256
9,27-05-2011,553834.04,0,80.42,3.786,219.1203788,6.38
37,31-08-2012,538344.1,0,84.79,3.638,220.9853964,6.623
41,02-07-2010,1273279.79,0,69.39,2.728,189.4882603,7.335
24,14-10-2011,1333315.03,0,60.21,3.744,136.5150968,8.454
22,21-01-2011,855001.02,0,26.8,3.232,136.8870657,8.458
25,27-04-2012,655157.32,0,44.2,4.004,214.4223063,7.139
44,26-08-2011,324174.79,0,81.53,3.57,129.2832581,6.56
16,06-01-2012,564538.07,0,26.49,3.095,196.5458309,6.162
36,05-11-2010,405860.37,0,62.72,2.655,210.7202444,8.476
35,05-02-2010,1230613.5,0,27.19,2.784,135.3524608,9.262
37,15-07-2011,498749.62,0,85.63,3.575,214.1083654,8.177
44,12-11-2010,281909.79,0,42.55,2.831,126.5461613,7.61
17,08-10-2010,827738.06,0,58.06,2.841,126.2791667,6.885
36,06-01-2012,329467.82,0,57.18,3.129,218.4062876,7.244
27,16-12-2011,2205919.86,0,40.68,3.611,140.4700795,7.906
16,09-03-2012,495951.66,0,28.16,3.286,196.9631599,6.162
1,16-09-2011,1514259.78,0,79.94,3.526,216.0410526,7.962
